1811,0.917219,0.917219
2717,0.869205,0.821192
3623,0.877851,0.895143
4529,0.878863,0.881898
5435,0.863135,0.800221
6341,0.851913,0.795806
7247,0.847367,0.820088
8153,0.841887,0.803532
9059,0.846088,0.879691
9965,0.844150,0.826711
10871,0.844973,0.853201
11777,0.847314,0.873068
12683,0.843777,0.801325
13589,0.846736,0.885210
14495,0.851729,0.921634
15401,0.850786,0.836645
16307,0.844566,0.745033
17213,0.836093,0.692053
18119,0.834379,0.803532
19025,0.836645,0.879691
19931,0.839010,0.886313
20837,0.838551,0.828918
21743,0.837988,0.825607
22649,0.837656,0.830022
23555,0.838808,0.866446
24461,0.840465,0.881898
25367,0.841223,0.860927
26273,0.842991,0.890728
27179,0.845018,0.901766
28085,0.845659,0.864238
28991,0.847006,0.887417
29897,0.848268,0.887417
30803,0.849053,0.874172
31709,0.848461,0.828918
32615,0.849290,0.877483
33521,0.849890,0.870861
34427,0.850844,0.885210
35333,0.851574,0.878587
36239,0.852380,0.883002
37145,0.852401,0.853201
38051,0.852501,0.856512
38957,0.853595,0.898455
39863,0.854818,0.906181
40769,0.855709,0.894040
41675,0.857125,0.919426
42581,0.858288,0.910596
43487,0.859213,0.901766
44393,0.859823,0.888521
45299,0.860882,0.911700
