19999,0.824500,0.824500
29999,0.830000,0.835500
39999,0.829333,0.828000
49999,0.829500,0.830000
59999,0.827060,0.817300
69999,0.828383,0.835000
79999,0.827257,0.820500
89999,0.827900,0.832400
99999,0.827822,0.827200
109999,0.827590,0.825500
119999,0.828000,0.832100
129999,0.828275,0.831300
139999,0.828877,0.836100
149999,0.829129,0.832400
159999,0.828873,0.825300
169999,0.828525,0.823300
179999,0.828653,0.830700
189999,0.829106,0.836800
199999,0.828884,0.824900
209999,0.829015,0.831500
219999,0.828876,0.826100
229999,0.828468,0.819900
239999,0.828217,0.822700
249999,0.828346,0.831300
259999,0.828120,0.822700
269999,0.827304,0.806900
279999,0.826974,0.818400
289999,0.826761,0.821000
299999,0.826407,0.816500
309999,0.826093,0.817000
319999,0.825952,0.821700
329999,0.825659,0.816600
339999,0.825633,0.824800
349999,0.825771,0.830300
359999,0.825703,0.823400
369999,0.825475,0.817500
379999,0.825357,0.821100
389999,0.825034,0.813100
399999,0.824869,0.818600
409999,0.824843,0.823800
419999,0.824644,0.816700
429999,0.824514,0.819200
439999,0.824421,0.820500
449999,0.824327,0.820300
459999,0.824291,0.822700
469999,0.824335,0.826300
479999,0.824330,0.824100
489999,0.824304,0.823100
499999,0.824171,0.817800
