19999,0.824900,0.824900
29999,0.848750,0.872600
39999,0.852967,0.861400
49999,0.853800,0.856300
59999,0.854400,0.856800
69999,0.853700,0.850200
79999,0.856614,0.874100
89999,0.857125,0.860700
99999,0.857078,0.856700
109999,0.859390,0.880200
119999,0.859745,0.863300
129999,0.860158,0.864700
139999,0.860869,0.869400
149999,0.859650,0.843800
159999,0.859753,0.861200
169999,0.860587,0.873100
179999,0.859965,0.850000
189999,0.860661,0.872500
199999,0.859500,0.838600
209999,0.859315,0.855800
219999,0.860181,0.877500
229999,0.861245,0.883600
239999,0.860565,0.845600
249999,0.860579,0.860900
259999,0.860872,0.867900
269999,0.861885,0.887200
279999,0.862167,0.869500
289999,0.862014,0.857900
299999,0.862097,0.864400
309999,0.862250,0.866700
319999,0.862413,0.867300
329999,0.862672,0.870700
339999,0.862615,0.860800
349999,0.862356,0.853800
359999,0.862489,0.867000
369999,0.862889,0.876900
379999,0.863397,0.881700
389999,0.863674,0.873900
399999,0.863503,0.857000
409999,0.863520,0.864200
419999,0.863798,0.874900
429999,0.864017,0.873000
439999,0.864100,0.867600
449999,0.864189,0.868000
459999,0.864580,0.881800
469999,0.864522,0.861900
479999,0.864613,0.868800
489999,0.864583,0.863200
499999,0.864324,0.851900
