learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
1000.0,15.703857756,0.0,1000.0,68.5,2.307406029028725,13.93442622950821,-2.605863192182376,1000.0,0.0
2000.0,52.961892156,0.0,2000.0,64.9,10.604223759410754,0.28409090909090934,3.038674033149174,2000.0,0.0
3000.0,101.092156259,0.0,3000.0,71.89999999999999,-3.3407375807234936,14.067278287461754,-11.952191235059772,3000.0,0.0
4000.0,132.395212034,0.0,4000.0,66.0,0.0,13.705583756345188,0.0,4000.0,0.0
5000.0,190.598394405,0.0,5000.0,68.8,0.4384537326006228,16.799999999999983,0.31948881789133865,5000.0,0.0
6000.0,251.307725919,0.0,6000.0,67.30000000000001,0.2111739072055208,18.45386533665837,0.0,6000.0,0.0
7000.0,312.10379544,0.0,7000.0,74.6,0.0,25.730994152046776,0.0,7000.0,0.0
8000.0,346.726224386,0.0,8000.0,70.8,1.267962806424318,18.662952646239543,-2.4561403508771953,8000.0,0.0
9000.0,387.980213145,0.0,9000.0,73.6,-0.19964019220113804,23.919308357348694,-0.3802281368821296,9000.0,0.0
10000.0,427.649327795,0.0,10000.0,64.8,-0.19983034346907194,19.817767653758537,-0.2849002849002852,10000.0,0.0
11000.0,467.640801522,0.0,11000.0,62.7,0.0,15.80135440180586,0.0,11000.0,0.0
12000.0,514.189855777,0.0,12000.0,60.9,-0.8782340375029573,12.134831460674144,-1.2953367875647679,12000.0,0.0
13000.0,559.983460294,0.0,13000.0,54.400000000000006,1.496986585444882,-11.219512195121933,-2.471910112359553,13000.0,0.0
14000.0,606.233373466,0.0,14000.0,61.7,7.453944443370535,5.198019801980203,-1.0554089709762544,14000.0,0.0
15000.0,638.655433825,0.0,15000.0,63.7,0.0,13.571428571428582,0.0,15000.0,0.0
16000.0,680.518539315,0.0,16000.0,58.4,1.9603222111718208,0.9523809523809532,1.1876484560570082,16000.0,0.0
17000.0,722.883793287,0.0,17000.0,60.699999999999996,2.7632073791096663,9.027777777777784,-3.69393139841689,17000.0,0.0
18000.0,766.906372497,0.0,18000.0,59.599999999999994,0.0,10.022271714922034,0.0,18000.0,0.0
19000.0,811.686958117,0.0,19000.0,67.60000000000001,0.0,18.387909319899258,0.0,19000.0,0.0
20000.0,852.913487072,0.0,20000.0,60.8,5.193096509558094,5.084745762711869,1.0101010101010108,20000.0,0.0
21000.0,891.302315389,0.0,21000.0,67.10000000000001,-0.7768084689276903,14.987080103359185,-1.5432098765432116,21000.0,0.0
22000.0,934.676024093,0.0,22000.0,69.39999999999999,0.0,22.92191435768261,0.0,22000.0,0.0
23000.0,980.303640349,0.0,23000.0,62.6,-0.39945021905332806,10.739856801909315,-0.5376344086021511,23000.0,0.0
24000.0,1021.072598674,0.0,24000.0,69.0,0.0,22.110552763819086,0.0,24000.0,0.0
25000.0,1060.498838204,0.0,25000.0,70.19999999999999,-0.5975086925699792,18.579234972677583,-1.0169491525423737,25000.0,0.0
26000.0,1102.918835316,0.0,26000.0,63.3,-0.5986579535985164,14.849187935034813,-0.8241758241758249,26000.0,0.0
27000.0,1138.777395206,0.0,27000.0,63.3,-0.19985365906930305,11.566265060240973,-0.27322404371584724,27000.0,0.0
28000.0,1177.389003343,0.0,28000.0,65.0,0.9985008344412165,14.425427872860647,-0.2865329512893986,28000.0,0.0
29000.0,1218.296495965,0.0,29000.0,65.4,-0.020235307721219467,11.508951406649626,-0.2898550724637684,29000.0,0.0
30000.0,1256.187500488,0.0,30000.0,65.8,0.0,15.55555555555557,0.0,30000.0,0.0
31000.0,1290.147305668,0.0,31000.0,60.0,0.0,8.04597701149426,0.0,31000.0,0.0
32000.0,1324.914318166,0.0,32000.0,64.5,0.0,16.47058823529413,0.0,32000.0,0.0
33000.0,1358.30447177,0.0,33000.0,58.9,-0.19991223365352842,12.738853503184702,-0.24390243902439046,33000.0,0.0
34000.0,1395.32985138,0.0,34000.0,64.8,0.0,13.936430317848423,0.0,34000.0,0.0
35000.0,1444.126684418,0.0,35000.0,68.5,-0.19976333770185423,18.604651162790713,-0.31847133757961815,35000.0,0.0
36000.0,1485.033307167,0.0,36000.0,64.60000000000001,0.0,18.43317972350232,0.0,36000.0,0.0
37000.0,1521.029635705,0.0,37000.0,53.800000000000004,-1.565247977488572,6.0975609756097615,-2.2123893805309756,37000.0,0.0
38000.0,1555.30055108,0.0,38000.0,58.099999999999994,0.3055077043142405,7.300884955752195,-2.4449877750611266,38000.0,0.0
39000.0,1588.591959715,0.0,39000.0,65.10000000000001,-0.4617209179149842,10.512820512820522,-1.7492711370262408,39000.0,0.0
40000.0,1622.23151892,0.0,40000.0,68.7,-0.19975926447609507,20.95959595959598,-0.3205128205127852,40000.0,0.0
41000.0,1655.278407933,0.0,41000.0,64.7,-0.19983195948862265,16.94117647058825,-0.28409090909090934,41000.0,0.0
42000.0,1698.924482109,0.0,42000.0,68.89999999999999,-0.3484770263293655,16.397849462365578,-0.9740259740259747,42000.0,0.0
43000.0,1758.864587603,0.0,43000.0,63.5,-0.2934614158689176,10.098522167487694,-0.8287292817679567,43000.0,0.0
44000.0,1791.331887434,0.0,44000.0,63.2,0.2336917329515967,10.46228710462288,-0.2724795640326978,44000.0,0.0
45000.0,1823.326172794,0.0,45000.0,63.9,0.0,11.519607843137264,0.0,45000.0,0.0
46000.0,1862.502716068,0.0,46000.0,65.9,0.0,14.536340852130339,0.0,46000.0,0.0
47000.0,1904.021462634,0.0,47000.0,61.3,0.0,8.293838862559248,0.0,47000.0,0.0
48000.0,1945.474187889,0.0,48000.0,67.10000000000001,0.0,21.666666666666686,0.0,48000.0,0.0
49000.0,1986.257656737,0.0,49000.0,68.2,0.0,13.351498637602191,0.0,49000.0,0.0
50000.0,2033.826792536,0.0,50000.0,62.0,1.1919372620805941,13.043478260869575,-1.6042780748663117,50000.0,0.0
51000.0,2076.445294652,0.0,51000.0,58.9,0.47655024118090744,2.836879432624116,-0.7352941176470594,51000.0,0.0
52000.0,2137.639839233,0.0,52000.0,62.1,-0.59881511052599,8.454106280193244,-0.7978723404255326,52000.0,0.0
53000.0,2181.527721498,0.0,53000.0,64.60000000000001,0.0,20.98214285714285,0.0,53000.0,0.0
54000.0,2223.501372049,0.0,54000.0,58.199999999999996,-0.2378851245060296,-1.7031630170316316,-0.48076923076923117,54000.0,0.0
55000.0,2265.372876274,0.0,55000.0,60.199999999999996,0.30659479390016703,8.715596330275236,0.0,55000.0,0.0
56000.0,2305.483287663,0.0,56000.0,59.5,-0.3031383737517563,2.877697841726621,-0.49627791563275475,56000.0,0.0
57000.0,2338.798012224,0.0,57000.0,57.4,1.1710992743267434,11.249999999999988,-0.9478672985781998,57000.0,0.0
58000.0,2371.134306619,0.0,58000.0,50.4,-1.606030809570624,-1.84804928131417,-2.4793388429752086,58000.0,0.0
59000.0,2403.373882439,0.0,59000.0,53.0,-0.9380798570545064,2.0833333333333353,-3.982300884955756,59000.0,0.0
60000.0,2435.728080924,0.0,60000.0,60.5,-0.19989244365975944,5.952380952380957,-0.253807106598985,60000.0,0.0
61000.0,2467.569892767,0.0,61000.0,58.199999999999996,0.7484233720841983,7.31707317073169,-1.4563106796116518,61000.0,0.0
62000.0,2499.632016675,0.0,62000.0,61.1,0.0,15.618221258134483,0.0,62000.0,0.0
63000.0,2537.185304176,0.0,63000.0,58.599999999999994,-0.5513321837126258,9.010989010988995,-1.2224938875305633,63000.0,0.0
64000.0,2571.344294741,0.0,64000.0,58.5,0.13283536115819627,-1.219512195121952,-1.466992665036676,64000.0,0.0
65000.0,2614.116306697,0.0,65000.0,57.199999999999996,0.3060696832621431,4.888888888888869,-1.182033096926715,65000.0,0.0
66000.0,2655.787941792,0.0,66000.0,60.8,0.0,6.220095693779909,0.0,66000.0,0.0
67000.0,2696.35477126,0.0,67000.0,61.5,-1.3157894736842117,9.198113207547177,-2.6666666666666687,67000.0,0.0
68000.0,2736.664106789,0.0,68000.0,66.2,-0.19980671516576357,13.110539845758366,-0.2967359050445107,68000.0,0.0
69000.0,2777.52275642,0.0,69000.0,63.2,-0.3994150642774269,15.402298850574725,-0.5464480874316945,69000.0,0.0
70000.0,2818.46009345,0.0,70000.0,58.099999999999994,0.5553709593202397,3.0092592592592613,-2.195121951219514,70000.0,0.0
71000.0,2856.790719877,0.0,71000.0,61.6,0.0,10.69767441860466,0.0,71000.0,0.0
72000.0,2901.912680193,0.0,72000.0,57.9,0.0,8.4782608695652,0.0,72000.0,0.0
73000.0,2941.727087782,0.0,73000.0,64.8,-0.42509486177284284,10.659898477157368,-0.8595988538681957,73000.0,0.0
74000.0,2976.067636967,0.0,74000.0,62.2,-0.19986958112211162,13.30275229357799,-0.2652519893899207,74000.0,0.0
75000.0,3010.327198502,0.0,75000.0,66.5,0.0,11.375661375661386,0.0,75000.0,0.0
76000.0,3049.483706363,0.0,76000.0,59.199999999999996,2.9213996449968596,-0.4926108374384241,-2.770780856423176,76000.0,0.0
77000.0,3096.616907455,0.0,77000.0,70.1,0.0,19.189189189189175,0.0,77000.0,0.0
78000.0,3141.034795394,0.0,78000.0,66.60000000000001,-0.3991919969218919,7.2222222222222285,-0.6024096385542175,78000.0,0.0
