learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
37000.0,11.535690067,0.0,37000.0,74.3,38.39235202178563,-58.641975308641946,26.780626780626775,37000.0,0.0
38000.0,11.759662925,0.0,38000.0,80.5,54.69836077760844,-37.32394366197178,42.4778761061947,38000.0,0.0
39000.0,12.014999687,0.0,39000.0,84.3,68.38552741800373,-19.847328244274827,66.45299145299145,39000.0,0.0
40000.0,12.282403828,0.0,40000.0,81.89999999999999,63.428728451236935,-23.972602739726046,60.30701754385963,40000.0,0.0
41000.0,12.547803623,0.0,41000.0,81.6,62.723909775654654,0.5405405405405408,60.767590618336875,41000.0,0.0
42000.0,12.827636688,0.0,42000.0,87.3,74.57009443105092,20.125786163522026,74.2914979757085,42000.0,0.0
43000.0,13.188951243,0.0,43000.0,81.89999999999999,63.596138374899425,-41.406250000000036,60.73752711496745,43000.0,0.0
44000.0,13.410538799,0.0,44000.0,76.4,47.64746334213271,-28.961748633879736,35.694822888283376,44000.0,0.0
45000.0,13.708716226,0.0,45000.0,83.2,65.28122210098203,-28.24427480916033,60.37735849056604,45000.0,0.0
45312.0,13.865955059,0.0,45312.0,80.9,61.505284457809,-34.50704225352108,59.10064239828695,45312.0,0.0
