learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
1000.0,0.479797526,0.0,1000.0,72.7,34.555601369298195,29.639175257731953,20.408163265306108,1000.0,0.0
2000.0,1.074201233,0.0,2000.0,77.7,39.89931113291149,41.62303664921467,24.149659863945597,2000.0,0.0
3000.0,1.48505978,0.0,3000.0,73.2,38.954388906099084,33.16708229426434,28.34224598930481,3000.0,0.0
4000.0,1.973942182,0.0,4000.0,74.1,28.928939916141626,26.210826210826205,-4.4354838709677455,4000.0,0.0
5000.0,2.467412317,0.0,5000.0,76.1,41.0080466011749,38.71794871794872,31.123919308357344,5000.0,0.0
6000.0,2.817137687,0.0,6000.0,71.39999999999999,37.80147797606878,29.729729729729726,26.478149100257063,6000.0,0.0
7000.0,3.106562125,0.0,7000.0,76.1,48.478054669311035,41.13300492610838,42.548076923076934,7000.0,0.0
8000.0,3.40258337,0.0,8000.0,66.8,36.52493117161213,16.161616161616173,29.511677282377924,8000.0,0.0
9000.0,3.846003507,0.0,9000.0,67.10000000000001,34.45692883895131,25.733634311512414,31.45833333333334,9000.0,0.0
10000.0,4.168111439,0.0,10000.0,67.4,36.72237426968692,19.306930693069326,27.716186252771625,10000.0,0.0
11000.0,4.505144697,0.0,11000.0,70.89999999999999,42.91923955088622,23.622047244094478,29.71014492753623,11000.0,0.0
12000.0,4.879330622,0.0,12000.0,77.0,46.527296652608776,39.31398416886544,47.608200455580864,12000.0,0.0
13000.0,5.131646482,0.0,13000.0,67.7,31.18875159778442,29.629629629629633,22.1686746987952,13000.0,0.0
14000.0,5.363704954,0.0,14000.0,72.2,44.89375198223914,41.10169491525423,45.808966861598435,14000.0,0.0
15000.0,5.719213698,0.0,15000.0,68.60000000000001,37.43225148249697,22.66009852216751,18.229166666666682,15000.0,0.0
16000.0,6.216437161,0.0,16000.0,67.60000000000001,34.12572227892471,25.858123569794074,34.01221995926681,16000.0,0.0
17000.0,6.613670151,0.0,17000.0,70.89999999999999,24.478355652444712,27.249999999999996,6.730769230769236,17000.0,0.0
18000.0,6.894019738,0.0,18000.0,69.3,21.755530635130977,28.27102803738317,10.75581395348835,18000.0,0.0
19000.0,7.297429444,0.0,19000.0,72.2,33.84008339005315,34.43396226415095,22.56267409470751,19000.0,0.0
20000.0,7.688076791,0.0,20000.0,73.4,15.050171496458265,30.909090909090907,3.9711191335740104,20000.0,0.0
