learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
28000.0,4.485400058,0.0,28000.0,90.0,79.92225898679688,79.91967871485944,79.07949790794979,28000.0,0.0
29000.0,4.613548068,0.0,29000.0,89.0,77.88669140676828,77.45901639344262,77.03549060542798,29000.0,0.0
30000.0,4.740771932,0.0,30000.0,87.7,75.1892075069793,76.0233918128655,73.49137931034483,30000.0,0.0
31000.0,4.887379101,0.0,31000.0,89.0,77.7886366665186,76.93920335429769,76.13882863340564,31000.0,0.0
32000.0,5.021834489,0.0,32000.0,89.8,79.26829268292683,78.06451612903226,77.33333333333333,32000.0,0.0
33000.0,5.165523041,0.0,33000.0,88.6,76.73165474674244,76.63934426229508,73.61111111111111,33000.0,0.0
34000.0,5.315837686,0.0,34000.0,88.7,77.14826529043948,77.03252032520325,74.66367713004485,34000.0,0.0
35000.0,5.444910526,0.0,35000.0,89.7,79.39802221013218,78.80658436213992,79.31726907630522,35000.0,0.0
36000.0,5.573900543,0.0,36000.0,87.7,75.08487347977216,76.07003891050583,72.60579064587974,36000.0,0.0
37000.0,5.709893695,0.0,37000.0,89.8,79.34386391251519,79.88165680473374,77.33333333333333,37000.0,0.0
38000.0,5.842840195,0.0,38000.0,88.9,77.61970433814813,77.88844621513944,75.97402597402598,38000.0,0.0
39000.0,5.982035902,0.0,39000.0,89.3,78.31813576494429,78.11860940695297,76.22222222222223,39000.0,0.0
40000.0,6.112833513,0.0,40000.0,89.2,78.23151190212243,77.45302713987473,76.36761487964989,40000.0,0.0
41000.0,6.266988425,0.0,41000.0,89.1,77.75492044833018,77.61806981519508,75.17084282460137,41000.0,0.0
42000.0,6.40690243,0.0,42000.0,90.2,80.36394820891157,80.63241106719367,79.71014492753625,42000.0,0.0
43000.0,6.524854398,0.0,43000.0,88.8,77.1567495686297,77.77777777777779,74.37070938215103,43000.0,0.0
44000.0,6.652899513,0.0,44000.0,88.0,75.85017448248936,76.51663405088063,74.30406852248393,44000.0,0.0
45000.0,6.788181247,0.0,45000.0,88.0,75.75963251602894,75.51020408163265,74.08207343412528,45000.0,0.0
46000.0,6.935571021,0.0,46000.0,87.7,75.29326691306444,76.48183556405354,74.15966386554622,46000.0,0.0
47000.0,7.084415899,0.0,47000.0,89.7,79.22197387213646,78.13163481953292,77.51091703056768,47000.0,0.0
48000.0,7.279100379,0.0,48000.0,89.0,77.6604386677498,77.27272727272727,75.55555555555556,48000.0,0.0
49000.0,7.567986896,0.0,49000.0,89.3,78.32375797158994,77.56813417190776,76.00896860986546,49000.0,0.0
50000.0,7.755110817,0.0,50000.0,88.5,76.6781585885216,76.48261758691207,74.66960352422907,50000.0,0.0
51000.0,7.927315899,0.0,51000.0,88.9,77.8067467489883,78.40466926070039,77.66599597585513,51000.0,0.0
52000.0,8.098222773,0.0,52000.0,89.60000000000001,78.91766537469795,79.36507936507937,76.36363636363637,52000.0,0.0
53000.0,8.269485191,0.0,53000.0,88.6,76.94435905318167,77.10843373493977,75.10917030567686,53000.0,0.0
54000.0,8.457183725,0.0,54000.0,88.7,77.32908537906572,78.75939849624059,76.31027253668763,54000.0,0.0
55000.0,8.714173048,0.0,55000.0,88.4,76.4739286511043,76.56565656565657,73.93258426966291,55000.0,0.0
56000.0,8.894427905,0.0,56000.0,89.3,78.31549935149157,78.34008097165992,76.68845315904139,56000.0,0.0
57000.0,9.058423481,0.0,57000.0,89.1,77.96804760518742,77.93522267206477,75.93818984547461,57000.0,0.0
58000.0,9.233134139,0.0,58000.0,88.2,76.28617363344051,75.31380753138075,74.8936170212766,58000.0,0.0
59000.0,9.413652509,0.0,59000.0,88.1,76.08751567372923,76.48221343873519,75.0,59000.0,0.0
60000.0,9.580194697,0.0,60000.0,87.3,74.5331750513347,74.44668008048289,73.7603305785124,60000.0,0.0
61000.0,9.745254119,0.0,61000.0,89.2,78.28918801563178,77.54677754677755,77.40585774058579,61000.0,0.0
62000.0,9.924097576,0.0,62000.0,87.8,75.45913543741074,74.68879668049793,73.76344086021506,62000.0,0.0
63000.0,10.105852195,0.0,63000.0,89.1,77.99668941014978,78.41584158415841,76.55913978494624,63000.0,0.0
64000.0,10.267195642,0.0,64000.0,88.6,76.87814376115529,77.55905511811024,74.2081447963801,64000.0,0.0
65000.0,10.431682484,0.0,65000.0,88.4,76.69494079309528,75.57894736842105,75.68134171907757,65000.0,0.0
66000.0,10.580647591,0.0,66000.0,88.6,77.1047557840617,78.40909090909092,75.9493670886076,66000.0,0.0
67000.0,10.739173791,0.0,67000.0,89.0,77.67204702672859,77.59674134419552,75.33632286995515,67000.0,0.0
68000.0,10.916331237,0.0,68000.0,89.5,78.74855287764834,79.16666666666667,76.61469933184856,68000.0,0.0
69000.0,11.077956923,0.0,69000.0,90.2,79.86828103879671,80.32128514056225,77.15617715617716,69000.0,0.0
70000.0,11.243646251,0.0,70000.0,87.8,75.43017335825223,75.6,73.93162393162393,70000.0,0.0
71000.0,11.402835838,0.0,71000.0,89.4,78.69646481902043,77.20430107526882,77.58985200845666,71000.0,0.0
72000.0,11.569323524,0.0,72000.0,89.0,77.8696967746089,78.30374753451676,76.4957264957265,72000.0,0.0
73000.0,11.739798617,0.0,73000.0,87.8,75.54512325658777,75.6,74.74120082815735,73000.0,0.0
74000.0,11.909151963,0.0,74000.0,88.3,76.30427738172392,74.94646680942184,74.11504424778761,74000.0,0.0
75000.0,12.088077184,0.0,75000.0,89.1,77.90839075800568,77.6639344262295,75.50561797752809,75000.0,0.0
76000.0,12.256116802,0.0,76000.0,88.9,77.63629769915784,77.88844621513944,76.38297872340426,76000.0,0.0
77000.0,12.413238103,0.0,77000.0,90.9,81.61393300198004,80.88235294117648,79.95594713656388,77000.0,0.0
78000.0,12.564871721,0.0,78000.0,91.60000000000001,83.07509419516029,83.30019880715707,81.69934640522877,78000.0,0.0
79000.0,12.729014912,0.0,79000.0,89.1,78.05657779245146,77.97979797979798,76.40692640692642,79000.0,0.0
80000.0,12.897381051,0.0,80000.0,90.10000000000001,80.09249949728535,81.10687022900764,78.93617021276597,80000.0,0.0
81000.0,13.061121808,0.0,81000.0,88.3,76.41718602607412,76.78571428571429,74.89270386266095,81000.0,0.0
82000.0,13.231743982,0.0,82000.0,89.60000000000001,79.19126032933832,78.68852459016394,78.90466531440163,82000.0,0.0
83000.0,13.396948639,0.0,83000.0,88.5,76.94189357180093,77.5390625,75.78947368421053,83000.0,0.0
84000.0,13.563847682,0.0,84000.0,88.3,76.11347934734675,75.97535934291582,72.97921478060047,84000.0,0.0
85000.0,13.714742135,0.0,85000.0,90.4,80.70274181876658,81.17647058823529,79.57446808510639,85000.0,0.0
86000.0,13.885877636,0.0,86000.0,88.2,76.05315388080966,75.10548523206751,73.71937639198218,86000.0,0.0
87000.0,14.044831547,0.0,87000.0,90.5,80.88084945379606,80.80808080808082,79.43722943722943,87000.0,0.0
88000.0,14.21704615,0.0,88000.0,88.8,77.44845360824742,77.55511022044088,75.54585152838428,88000.0,0.0
89000.0,14.376834415,0.0,89000.0,86.8,73.35712353817398,72.55717255717255,70.46979865771812,89000.0,0.0
90000.0,14.539025686,0.0,90000.0,90.2,80.25849287694193,80.5168986083499,79.05982905982907,90000.0,0.0
91000.0,14.687914435,0.0,91000.0,90.2,80.35056201402729,80.55555555555556,79.71014492753625,91000.0,0.0
92000.0,14.876628148,0.0,92000.0,88.1,76.07251435649138,76.15230460921843,74.07407407407408,92000.0,0.0
93000.0,15.064302117,0.0,93000.0,89.1,78.12562713224965,78.50098619329388,77.05263157894737,93000.0,0.0
94000.0,15.236950395,0.0,94000.0,87.6,74.8164034574641,74.84787018255578,72.07207207207207,94000.0,0.0
95000.0,15.417294484,0.0,95000.0,87.8,75.3201302773451,75.55110220440882,73.18681318681318,95000.0,0.0
96000.0,15.599537288,0.0,96000.0,88.6,76.96197108525283,76.96969696969698,75.16339869281046,96000.0,0.0
97000.0,15.760277717,0.0,97000.0,89.7,79.20435456777362,79.1919191919192,77.16186252771618,97000.0,0.0
98000.0,15.921511668,0.0,98000.0,89.3,78.45331013540181,78.07377049180329,76.88984881209502,98000.0,0.0
99000.0,16.090247378,0.0,99000.0,89.7,79.14557602753595,78.93660531697341,77.11111111111111,99000.0,0.0
100000.0,16.256071686,0.0,100000.0,90.10000000000001,80.03565349960878,80.12048192771086,78.04878048780488,100000.0,0.0
101000.0,16.421032488,0.0,101000.0,89.0,77.88678031521388,78.17460317460318,76.4957264957265,101000.0,0.0
102000.0,16.598612558,0.0,102000.0,90.3,80.54240552034021,80.08213552361397,79.79166666666667,102000.0,0.0
103000.0,16.777778688,0.0,103000.0,90.7,81.2854670583974,80.08565310492506,80.21276595744682,103000.0,0.0
104000.0,16.943884397,0.0,104000.0,88.2,76.2715818007054,76.30522088353415,74.7323340471092,104000.0,0.0
105000.0,17.104898533,0.0,105000.0,89.4,78.61143844129849,79.00990099009901,77.05627705627705,105000.0,0.0
106000.0,17.285171912,0.0,106000.0,88.8,77.44663713250101,77.73359840954275,75.9656652360515,106000.0,0.0
107000.0,17.445394382,0.0,107000.0,88.2,76.14195134575569,75.6198347107438,73.66071428571428,107000.0,0.0
108000.0,17.603798064,0.0,108000.0,87.6,74.6799256733302,75.44554455445545,71.49425287356323,108000.0,0.0
109000.0,17.764732795,0.0,109000.0,89.4,78.66765412619894,78.5425101214575,77.30192719486082,109000.0,0.0
110000.0,17.942893667,0.0,110000.0,87.4,74.16857668857554,73.96694214876032,71.16704805491992,110000.0,0.0
111000.0,18.103164601,0.0,111000.0,89.8,79.43548387096774,79.09836065573771,77.82608695652175,111000.0,0.0
112000.0,18.263035941,0.0,112000.0,88.0,75.97001057319534,76.04790419161677,75.40983606557377,112000.0,0.0
113000.0,18.442416079,0.0,113000.0,89.2,78.36287068609734,77.91411042944786,77.82340862422998,113000.0,0.0
114000.0,18.62385514,0.0,114000.0,89.0,77.8360756152504,76.44539614561027,75.92997811816193,114000.0,0.0
115000.0,18.784689083,0.0,115000.0,89.4,78.78701765480474,80.14981273408239,77.82426778242679,115000.0,0.0
116000.0,18.948601822,0.0,116000.0,88.6,76.86922998884042,77.10843373493977,74.38202247191012,116000.0,0.0
117000.0,19.113802941,0.0,117000.0,90.4,80.6080193919806,81.10236220472441,78.9010989010989,117000.0,0.0
118000.0,19.276029675,0.0,118000.0,88.9,77.44269224516339,76.92307692307693,75.0561797752809,118000.0,0.0
119000.0,19.42791399,0.0,119000.0,90.4,80.71359691417551,80.80000000000001,79.66101694915255,119000.0,0.0
120000.0,19.587585805,0.0,120000.0,89.8,79.56861739632075,79.18367346938776,78.92561983471074,120000.0,0.0
121000.0,19.747690544,0.0,121000.0,88.2,76.32243228817607,76.44710578842316,75.36534446764091,121000.0,0.0
122000.0,19.919013174,0.0,122000.0,90.60000000000001,81.02704251960876,80.57851239669422,79.43107221006565,122000.0,0.0
123000.0,20.084439697,0.0,123000.0,88.5,76.7924315074022,76.57841140529533,74.83588621444201,123000.0,0.0
124000.0,20.253183781,0.0,124000.0,90.7,81.20209566314156,81.72888015717092,79.47019867549669,124000.0,0.0
125000.0,20.410480174,0.0,125000.0,90.3,80.37009454733844,81.38195777351248,78.53982300884957,125000.0,0.0
126000.0,20.592188317,0.0,126000.0,88.4,76.69934115378435,76.56565656565657,75.31914893617021,126000.0,0.0
127000.0,20.783929338,0.0,127000.0,89.3,78.42968075927523,78.4708249496982,76.63755458515284,127000.0,0.0
128000.0,20.959708241,0.0,128000.0,88.2,76.28312323128377,76.6798418972332,75.0,128000.0,0.0
129000.0,21.122413592,0.0,129000.0,89.0,77.90099646415943,77.64227642276424,76.6949152542373,129000.0,0.0
130000.0,21.281224161,0.0,130000.0,89.3,78.57600512574083,78.55711422845691,78.29614604462475,130000.0,0.0
131000.0,21.431081515,0.0,131000.0,88.9,77.5332750412902,79.67032967032966,75.16778523489933,131000.0,0.0
132000.0,21.595078587,0.0,132000.0,90.0,79.74658932564243,80.15873015873017,77.97356828193833,132000.0,0.0
133000.0,21.75026935,0.0,133000.0,89.7,79.24541988732076,79.60396039603961,77.7056277056277,133000.0,0.0
134000.0,21.911971353,0.0,134000.0,87.6,75.06083948432251,74.94949494949495,73.56076759061834,134000.0,0.0
135000.0,22.075339838,0.0,135000.0,90.60000000000001,81.03615235635895,80.85539714867618,79.56521739130436,135000.0,0.0
136000.0,22.23487499,0.0,136000.0,88.9,77.37482776332847,77.66599597585513,74.8868778280543,136000.0,0.0
137000.0,22.393426562,0.0,137000.0,87.8,75.57655349135169,74.79338842975206,75.0,137000.0,0.0
138000.0,22.553099508,0.0,138000.0,89.9,79.58342092921714,79.26078028747435,77.45535714285715,138000.0,0.0
139000.0,22.70711901,0.0,139000.0,87.7,74.94336793728917,75.25150905432596,71.59353348729792,139000.0,0.0
140000.0,22.874163191,0.0,140000.0,89.60000000000001,78.9261239062861,79.52755905511812,76.52370203160271,140000.0,0.0
141000.0,23.030392507,0.0,141000.0,89.1,77.80528926427588,79.03846153846155,75.39503386004515,141000.0,0.0
142000.0,23.191017496,0.0,142000.0,89.1,77.97428042580363,77.24425887265136,76.20087336244542,142000.0,0.0
143000.0,23.361748944,0.0,143000.0,90.10000000000001,80.02775939704007,80.04032258064517,78.28947368421053,143000.0,0.0
144000.0,23.575968917,0.0,144000.0,87.8,75.38297631923034,74.94866529774127,73.59307359307358,144000.0,0.0
145000.0,23.79105134,0.0,145000.0,89.4,78.6578613566352,79.05138339920948,77.10583153347731,145000.0,0.0
146000.0,24.022705225,0.0,146000.0,89.8,79.52637685115677,79.60000000000001,78.343949044586,146000.0,0.0
147000.0,24.260731561,0.0,147000.0,90.3,80.22667971298108,80.6772908366534,78.00453514739229,147000.0,0.0
148000.0,24.514767876,0.0,148000.0,87.6,75.14591751651594,73.61702127659574,74.3801652892562,148000.0,0.0
149000.0,24.756922616,0.0,149000.0,88.8,77.34362040854307,78.29457364341086,75.59912854030502,149000.0,0.0
150000.0,25.177624333,0.0,150000.0,89.7,79.32308186453608,80.49242424242425,78.03837953091684,150000.0,0.0
151000.0,25.364888604,0.0,151000.0,88.9,77.7079785353941,76.97095435684648,76.68067226890757,151000.0,0.0
152000.0,25.549158146,0.0,152000.0,89.5,78.9090558488201,79.53216374269006,78.03347280334728,152000.0,0.0
153000.0,25.720074166,0.0,153000.0,90.7,81.2448574609167,81.43712574850301,79.60526315789474,153000.0,0.0
154000.0,25.928666107,0.0,154000.0,90.9,81.65618448637318,81.39059304703477,80.21739130434783,154000.0,0.0
155000.0,26.101131315,0.0,155000.0,88.6,77.16629745504365,77.90697674418605,76.78207739307535,155000.0,0.0
156000.0,26.253610214,0.0,156000.0,90.3,80.50737102712088,80.16359918200409,79.49260042283298,156000.0,0.0
157000.0,26.416653319,0.0,157000.0,89.3,78.4302025545091,78.5140562248996,76.68845315904139,157000.0,0.0
158000.0,26.601803416,0.0,158000.0,89.8,79.47016935097557,79.72166998011929,78.25159914712154,158000.0,0.0
159000.0,26.826697163,0.0,159000.0,89.0,77.59126466753585,77.64227642276424,75.0,159000.0,0.0
160000.0,27.061252791,0.0,160000.0,87.2,74.29564029961644,74.14141414141415,72.47311827956989,160000.0,0.0
161000.0,27.328597898,0.0,161000.0,89.7,79.32324789619067,78.85010266940452,77.99145299145299,161000.0,0.0
162000.0,27.558596817,0.0,162000.0,88.5,76.73647074054894,77.40667976424362,74.5575221238938,162000.0,0.0
163000.0,27.774509128,0.0,163000.0,88.1,76.08232503919284,76.93798449612403,74.68085106382979,163000.0,0.0
164000.0,27.970622914,0.0,164000.0,87.4,74.7098659622896,75.29411764705883,73.36152219873149,164000.0,0.0
165000.0,28.157478376,0.0,165000.0,89.3,78.29526552801332,78.60000000000001,76.00896860986546,165000.0,0.0
166000.0,28.349052296,0.0,166000.0,90.60000000000001,81.06266645714723,79.15742793791574,79.6976241900648,166000.0,0.0
167000.0,28.505753009,0.0,167000.0,89.2,78.17299919159257,77.82340862422998,76.0,167000.0,0.0
168000.0,28.688179872,0.0,168000.0,88.3,76.19338298132097,75.87628865979381,73.34851936218678,168000.0,0.0
169000.0,28.885626779,0.0,169000.0,90.5,80.87130212066785,80.92369477911647,79.83014861995754,169000.0,0.0
170000.0,29.073955522,0.0,170000.0,88.8,77.43100335310807,77.60000000000001,75.86206896551724,170000.0,0.0
171000.0,29.235091228,0.0,171000.0,89.7,79.0735473384803,77.80172413793103,76.32183908045977,171000.0,0.0
172000.0,29.398511185,0.0,172000.0,89.7,79.32258375357338,79.44111776447106,78.36134453781513,172000.0,0.0
173000.0,29.553742932,0.0,173000.0,90.9,81.36391562563998,81.54158215010142,78.58823529411765,173000.0,0.0
174000.0,29.735140929,0.0,174000.0,89.1,77.69318925998691,77.10084033613445,74.5920745920746,174000.0,0.0
175000.0,29.931976989,0.0,175000.0,88.6,77.1495461980052,77.55905511811024,76.63934426229508,175000.0,0.0
176000.0,30.099152744,0.0,176000.0,89.2,78.23703894763993,77.35849056603774,76.72413793103449,176000.0,0.0
177000.0,30.268216941,0.0,177000.0,88.5,76.70310436198919,76.14107883817427,74.2152466367713,177000.0,0.0
178000.0,30.476383446,0.0,178000.0,90.9,81.74508922839904,82.15686274509805,81.19834710743802,178000.0,0.0
179000.0,30.664084332,0.0,179000.0,87.3,74.55236202170464,75.09803921568627,74.02862985685071,179000.0,0.0
180000.0,30.833978746,0.0,180000.0,89.9,79.33038637851998,81.4678899082569,76.45687645687647,180000.0,0.0
181000.0,30.993826252,0.0,181000.0,90.0,79.90184058943882,79.75708502024293,78.58672376873662,181000.0,0.0
182000.0,31.155857464,0.0,182000.0,88.6,77.09445123127371,77.55905511811024,76.05042016806722,182000.0,0.0
183000.0,31.323782159,0.0,183000.0,89.0,77.8854466134577,78.26086956521739,76.34408602150538,183000.0,0.0
184000.0,31.513219141,0.0,184000.0,89.2,78.37924407431134,78.98832684824903,77.8688524590164,184000.0,0.0
185000.0,31.718038468,0.0,185000.0,89.9,79.52979327117957,80.07889546351086,77.30337078651685,185000.0,0.0
186000.0,31.936602199,0.0,186000.0,89.4,78.53903466148364,77.91666666666667,76.95652173913044,186000.0,0.0
187000.0,32.146314389,0.0,187000.0,88.4,76.46189871311519,77.34375,73.81489841986456,187000.0,0.0
188000.0,32.362608915,0.0,188000.0,90.0,79.79120270636214,80.07968127490041,78.21350762527234,188000.0,0.0
189000.0,32.605630694,0.0,189000.0,89.5,78.77501516070346,77.7542372881356,76.66666666666667,189000.0,0.0
190000.0,32.831634773,0.0,190000.0,89.9,79.59777312723718,79.80000000000001,77.9475982532751,190000.0,0.0
191000.0,33.045736087,0.0,191000.0,88.1,76.00999919361342,77.6735459662289,73.90350877192982,191000.0,0.0
192000.0,33.307948638,0.0,192000.0,88.3,76.46557134351416,76.6,75.21186440677965,192000.0,0.0
193000.0,33.527501479,0.0,193000.0,89.2,78.22440157429511,79.11025145067698,76.72413793103449,193000.0,0.0
194000.0,33.771307046,0.0,194000.0,88.3,76.24751309431971,77.01375245579568,73.8255033557047,194000.0,0.0
195000.0,34.012820446,0.0,195000.0,88.4,76.3520125252789,76.18069815195072,73.39449541284404,195000.0,0.0
196000.0,34.257044207,0.0,196000.0,89.0,77.77283840853524,77.17842323651453,76.34408602150538,196000.0,0.0
197000.0,34.521971549,0.0,197000.0,89.9,79.7372665773234,79.30327868852459,79.04564315352698,197000.0,0.0
198000.0,34.978580044,0.0,198000.0,88.5,76.98950721529017,76.81451612903226,77.13717693836978,198000.0,0.0
199000.0,35.495953321,0.0,199000.0,88.6,76.8936092587713,76.96969696969698,74.61024498886414,199000.0,0.0
200000.0,35.790225934,0.0,200000.0,91.4,82.79690344261968,83.00395256916997,82.37704918032787,200000.0,0.0
201000.0,36.278943532,0.0,201000.0,88.4,76.71197125133003,75.31914893617021,75.47568710359408,201000.0,0.0
202000.0,36.615652919,0.0,202000.0,89.7,79.37425907532601,79.76424361493125,78.22410147991543,202000.0,0.0
203000.0,36.802694631,0.0,203000.0,89.4,78.59009731406711,78.88446215139443,76.80525164113786,203000.0,0.0
204000.0,36.975895952,0.0,204000.0,90.0,79.64103065246425,78.54077253218884,77.37556561085974,204000.0,0.0
205000.0,37.138516441,0.0,205000.0,87.3,74.50536391083702,75.14677103718199,73.03609341825901,205000.0,0.0
206000.0,37.300273758,0.0,206000.0,89.60000000000001,78.82520614883437,79.56777996070727,76.41723356009071,206000.0,0.0
207000.0,37.46001626,0.0,207000.0,88.4,76.49490385199894,77.60617760617761,73.93258426966291,207000.0,0.0
208000.0,37.63102751,0.0,208000.0,88.8,77.3513174657742,76.85950413223141,75.38461538461539,208000.0,0.0
209000.0,37.828737603,0.0,209000.0,90.2,80.22279625443979,80.5168986083499,78.69565217391305,209000.0,0.0
210000.0,38.002553598,0.0,210000.0,88.1,76.09827425523025,76.5748031496063,75.25987525987526,210000.0,0.0
211000.0,38.177969796,0.0,211000.0,86.9,73.66177700572605,74.26326129666012,71.45969498910675,211000.0,0.0
212000.0,38.360595827,0.0,212000.0,90.7,81.34358299497681,81.58415841584159,80.29661016949153,212000.0,0.0
213000.0,38.549288945,0.0,213000.0,89.2,78.15595836687473,78.52882703777337,76.05321507760532,213000.0,0.0
214000.0,38.835454007,0.0,214000.0,90.10000000000001,79.89586464027812,79.54545454545455,77.3972602739726,214000.0,0.0
215000.0,39.155917446,0.0,215000.0,88.7,77.12198637847119,77.62376237623762,74.94456762749445,215000.0,0.0
216000.0,39.325999257,0.0,216000.0,90.3,80.43076525795077,80.6772908366534,78.63436123348018,216000.0,0.0
217000.0,39.482080645,0.0,217000.0,87.6,74.77624084621644,74.64212678936605,71.81818181818181,217000.0,0.0
218000.0,39.645880358,0.0,218000.0,88.9,77.38791740682193,78.3203125,74.36489607390301,218000.0,0.0
219000.0,39.817570282,0.0,219000.0,89.60000000000001,79.00211594062445,79.36507936507937,77.4891774891775,219000.0,0.0
220000.0,39.990298029,0.0,220000.0,89.4,78.70459659273546,78.45528455284553,77.54237288135593,220000.0,0.0
221000.0,40.176014144,0.0,221000.0,89.8,79.33172580089563,78.48101265822785,76.87074829931973,221000.0,0.0
222000.0,40.358813504,0.0,222000.0,88.0,75.80752466624465,76.09561752988047,73.96963123644251,222000.0,0.0
223000.0,40.520305702,0.0,223000.0,88.0,75.8478414008252,77.01149425287358,74.19354838709677,223000.0,0.0
224000.0,40.677545384,0.0,224000.0,87.7,75.0387609484459,73.9406779661017,72.42152466367713,224000.0,0.0
225000.0,40.840985705,0.0,225000.0,88.2,76.17124394184168,76.25754527162978,74.34782608695653,225000.0,0.0
226000.0,40.995168536,0.0,226000.0,89.4,78.65072587532023,78.58585858585859,77.05627705627705,226000.0,0.0
227000.0,41.14851142,0.0,227000.0,91.5,82.91429811936675,82.06751054852322,81.79871520342613,227000.0,0.0
228000.0,41.315664499,0.0,228000.0,88.7,77.21976276298071,77.53479125248509,75.27352297592998,228000.0,0.0
229000.0,41.524637278,0.0,229000.0,88.4,76.57540498297678,76.27811860940696,74.39293598233996,229000.0,0.0
230000.0,41.734956807,0.0,230000.0,90.4,80.60888113244134,80.72289156626506,78.94736842105263,230000.0,0.0
231000.0,41.946790918,0.0,231000.0,88.7,77.3449028036184,77.66798418972333,76.50727650727652,231000.0,0.0
232000.0,42.155468266,0.0,232000.0,88.0,75.88337198692878,75.90361445783132,74.4136460554371,232000.0,0.0
233000.0,42.369973597,0.0,233000.0,88.5,76.98582326713256,76.19047619047619,76.48261758691207,233000.0,0.0
234000.0,42.621620486,0.0,234000.0,91.0,81.94743091883565,82.03592814371258,81.0126582278481,234000.0,0.0
235000.0,42.813038646,0.0,235000.0,90.8,81.35107413758854,81.37651821862349,79.69094922737308,235000.0,0.0
236000.0,43.007633107,0.0,236000.0,88.1,76.04824165915238,76.29482071713147,74.51820128479658,236000.0,0.0
237000.0,43.226629324,0.0,237000.0,88.2,76.32243228817607,76.35270541082164,75.36534446764091,237000.0,0.0
238000.0,43.422684017,0.0,238000.0,89.1,78.05657779245146,78.66927592954991,76.40692640692642,238000.0,0.0
239000.0,43.623070663,0.0,239000.0,88.8,77.19191779315514,77.41935483870968,74.37070938215103,239000.0,0.0
240000.0,43.849839095,0.0,240000.0,90.3,80.49765167599563,80.86785009861933,79.27350427350429,240000.0,0.0
241000.0,44.106702976,0.0,241000.0,89.3,78.53577905092035,78.60000000000001,77.84679089026916,241000.0,0.0
